amount,frequency,location_change,device_change,hour_of_day,is_fraud
105.67,1,0,0,16,0
19.3,6,0,0,12,0
85.71,3,0,0,19,0
139.53,6,0,0,14,0
22.9,8,0,0,17,0
93.02,3,0,0,16,0
25.62,4,0,0,18,0
29.45,7,0,0,11,0
28.64,1,0,0,12,0
34723.92,13,1,1,0,1
101.77,3,0,0,17,0
131.95,2,0,0,21,0
65.13,2,1,0,11,0
15.59,3,0,1,13,0
37.44,3,0,0,17,0
147.86,4,0,0,22,0
32.16,2,0,0,14,0
13.37,2,0,0,20,0
48.01,4,0,0,13,0
112.71,1,0,0,9,0
16.62,1,0,1,18,0
67.36,4,0,0,16,0
24.28,4,1,0,8,0
47.54,5,0,0,15,0
14.07,6,0,0,18,0
17.96,2,0,0,16,0
91.33,4,0,0,20,0
30.27,2,0,0,20,0
15.34,3,0,0,12,0
49.23,1,0,0,14,0
90.57,2,0,0,12,0
15.98,1,0,0,12,0
150.12,4,0,0,13,0
74.53,5,0,0,19,0
99.48,3,0,1,14,0
142.12,4,0,0,22,0
6348.38,14,1,0,4,1
52.61,2,0,1,17,0
17.4,2,0,0,16,0
14.13,3,0,0,15,0
73.51,4,0,0,10,0
115.57,3,0,0,12,0
73.38,4,0,0,10,0
10.66,1,0,0,15,0
56.69,3,0,0,20,0
56.42,2,0,0,8,0
31.77,4,1,0,16,0
5000.0,11,1,1,0,1
23.28,1,0,0,11,0
32.12,2,1,0,10,0
87.25,2,0,0,15,0
183.48,6,1,0,14,0
113.51,7,0,0,10,0
37.97,1,0,0,10,0
40.23,2,1,0,20,0
84.46,3,0,0,8,0
52.46,6,0,0,18,0
138.11,6,1,0,19,0
33.49,5,0,0,22,0
183.45,0,0,0,13,0
50.27,3,0,0,20,0
424.03,5,1,0,19,0
144.4,4,0,0,22,0
16.98,3,0,0,21,0
117.6,3,0,0,22,0
67.53,3,0,0,9,0
289.75,1,1,0,11,0
90.42,2,1,0,19,0
9.09,2,1,1,14,0
51.28,0,1,1,16,0
10285.94,19,0,1,0,1
29.26,3,1,0,20,0
431.78,5,0,0,17,0
378.1,1,0,0,17,0
93.53,0,0,0,9,0
26.65,4,0,0,22,0
65.07,2,1,0,8,0
117.97,2,0,0,13,0
89.82,5,0,0,9,0
145.87,4,0,0,15,0
41.18,3,0,0,9,0
63.76,4,0,1,21,0
81.76,2,0,0,12,0
86.56,4,0,0,9,0
35.63,3,0,0,13,0
43.18,3,0,0,12,0
381.28,3,0,1,21,0
24.27,2,0,0,15,0
48.74,2,0,0,19,0
26.01,1,0,0,22,0
300.1,7,0,0,22,0
59.13,5,0,0,10,0
138.23,2,0,0,13,0
131.31,1,0,0,16,0
186.83,0,0,0,17,0
34.53,5,0,0,11,0
63.69,2,0,0,15,0
11.83,4,0,0,22,0
26.17,3,1,0,11,0
60.59,5,0,0,9,0
80.24,4,0,0,21,0
54.3,2,0,0,20,0
8.07,2,0,0,18,0
236.08,5,1,0,14,0
84.09,5,0,0,20,0
174.87,5,1,0,21,0
8.13,0,0,0,19,0
90.09,2,0,0,15,0
85.73,2,1,0,17,0
46.93,2,0,0,19,0
35.06,2,0,0,20,0
66.15,5,0,0,16,0
206.07,4,0,0,15,0
68.66,6,0,0,18,0
39.8,2,0,0,8,0
110.32,3,0,0,18,0
133.52,2,0,0,12,0
13.43,2,0,0,8,0
12.36,7,0,0,21,0
291.04,0,0,0,10,0
113.64,1,0,0,11,0
5000.0,13,1,0,5,1
55.68,3,0,0,12,0
24.63,2,0,0,15,0
8.86,3,0,0,19,0
33.83,1,0,0,21,0
120.53,3,0,0,15,0
15.86,3,0,0,9,0
14.98,2,0,0,10,0
222.03,1,0,0,14,0
828.96,2,1,0,12,0
24.37,4,0,0,12,0
762.55,4,1,0,14,0
34.24,2,0,0,8,0
6880.59,12,0,0,1,1
48.68,2,0,0,16,0
519.28,1,0,0,10,0
7.83,3,0,0,17,0
75.43,3,0,0,16,0
46.78,7,0,0,8,0
94.12,0,0,0,15,0
346.58,2,0,0,21,0
11.08,2,0,0,14,0
42.46,1,0,0,12,0
102.16,2,0,0,19,0
45.4,1,0,0,14,0
244.23,0,0,0,18,0
45.73,5,1,0,21,0
29.47,6,0,0,8,0
65.68,2,0,0,12,0
182.95,7,0,0,11,0
101.19,1,0,0,10,0
32.03,6,0,0,15,0
57.12,2,0,0,19,0
38.32,5,0,0,21,0
112.44,6,1,0,9,0
21.61,4,0,0,18,0
47.39,4,0,0,18,0
5000.0,12,1,1,3,1
5040.57,14,1,1,0,1
106.91,3,1,0,22,0
56.45,1,1,0,11,0
184.65,2,0,0,17,0
5000.0,16,0,1,4,1
17.44,1,0,0,14,0
31.22,2,0,0,19,0
52.97,3,0,0,20,0
13.83,6,0,0,17,0
22.07,3,0,0,16,0
36.17,2,0,0,14,0
51.43,2,0,0,12,0
10.53,3,0,0,15,0
83.83,4,0,0,16,0
22.56,2,0,0,8,0
5000.0,17,1,0,4,1
231.46,1,0,0,15,0
25.05,1,0,0,10,0
126.2,1,0,0,10,0
93.9,5,0,1,13,0
106.81,2,0,0,19,0
55.75,5,1,0,22,0
113.27,4,0,0,20,0
23.83,2,0,0,12,0
5000.0,12,1,0,5,1
134.04,3,0,0,11,0
55.03,5,0,0,22,0
122.6,3,0,0,21,0
28.63,5,0,0,9,0
177.63,1,0,0,12,0
302.18,3,0,0,18,0
49.45,2,0,0,16,0
65.59,1,0,0,17,0
22.68,5,0,0,8,0
17264.12,12,1,1,5,1
33.19,3,0,0,16,0
28.6,1,0,0,20,0
110.33,2,0,0,10,0
5000.0,8,1,1,3,1
50.9,1,0,1,10,0
19.8,2,0,0,15,0
157.52,2,0,0,17,0
28.82,4,0,0,20,0
22.0,3,0,0,12,0
12904.77,17,1,1,0,1
45.71,3,0,0,17,0
53.0,7,0,0,22,0
37.75,3,0,0,12,0
52.41,2,0,1,16,0
196.09,2,0,0,17,0
19358.59,20,1,1,2,1
120.63,2,0,0,16,0
28.31,4,0,0,15,0
6293.55,17,1,1,3,1
60.73,3,0,0,10,0
58.98,0,0,1,19,0
25.68,4,1,0,14,0
63.47,2,0,1,9,0
42.12,1,1,0,14,0
53.87,5,0,0,11,0
55.31,1,0,0,11,0
3.98,1,1,0,14,0
11691.34,17,0,1,1,1
15.05,2,0,0,14,0
125.7,3,0,0,10,0
54.39,2,0,0,21,0
37.82,1,1,0,20,0
5000.0,8,1,1,3,1
68.19,1,0,0,12,0
26.9,5,0,0,8,0
23.94,3,0,1,20,0
7.6,4,0,0,19,0
143.83,3,0,0,17,0
20.46,3,0,0,17,0
159.44,2,0,0,10,0
7030.85,14,0,1,1,1
20.35,3,1,0,9,0
2.89,3,0,0,12,0
115.65,4,0,0,14,0
103.4,3,0,0,11,0
71.29,3,0,0,11,0
329.54,0,0,0,13,0
100.72,2,0,0,11,0
353.83,6,0,0,19,0
46.14,4,0,0,22,0
68.72,2,0,0,22,0
15.48,6,0,0,16,0
43.79,3,0,0,22,0
18.12,5,1,0,9,0
14.47,2,0,0,9,0
90.24,2,1,0,16,0
100.37,0,0,0,15,0
88.64,5,0,0,15,0
74.44,6,0,0,18,0
63.07,2,0,0,13,0
97.08,4,0,0,16,0
76.95,5,0,0,16,0
5000.0,13,1,1,3,1
5000.0,10,1,1,2,1
93.59,8,1,0,14,0
12.5,1,0,0,19,0
118.98,3,0,0,16,0
7.42,4,0,0,8,0
4.34,3,0,0,22,0
77.2,2,0,0,18,0
32.93,4,1,0,19,0
98.8,4,0,0,17,0
7.77,3,1,0,15,0
25.92,3,0,0,19,0
141.22,2,0,0,22,0
23.09,2,0,0,13,0
363.87,2,1,0,20,0
15.41,6,0,0,9,0
22.48,4,1,0,14,0
40.13,1,0,0,12,0
58.02,1,0,0,11,0
106.3,2,0,0,16,0
86.29,3,0,0,17,0
28.27,4,0,0,12,0
62.8,3,1,0,10,0
40.16,3,0,0,20,0
149.96,4,0,0,18,0
38.79,5,0,0,15,0
173.24,5,0,0,11,0
74.17,4,0,0,20,0
107.7,4,0,0,12,0
98.72,2,0,0,16,0
6.78,3,0,0,8,0
285.12,8,0,0,13,0
12.23,5,0,0,10,0
14.77,4,0,0,10,0
245.36,2,0,1,9,0
157.34,4,0,0,22,0
271.95,5,0,0,17,0
219.26,4,0,0,16,0
95.42,4,0,0,12,0
20.8,5,0,0,10,0
45.55,5,0,0,22,0
13.26,2,0,0,11,0
40.46,2,0,0,16,0
78.39,5,0,0,19,0
133.67,5,0,1,18,0
32.52,2,1,0,22,0
13.94,7,0,0,21,0
12.67,4,0,0,18,0
10935.02,11,1,0,1,1
39.25,7,0,0,14,0
42.63,1,0,0,9,0
17.19,1,0,0,19,0
163.57,1,0,0,12,0
14.7,1,0,0,21,0
28.84,3,0,0,18,0
98.35,3,0,0,8,0
25.98,6,0,0,11,0
16.26,3,0,0,21,0
21.6,4,0,0,11,0
5000.0,21,0,0,2,1
58.68,3,0,0,11,0
142.02,3,0,0,22,0
36.84,3,0,0,12,0
21.85,1,0,0,20,0
35.15,0,0,1,14,0
177.15,7,0,0,15,0
36.15,6,0,0,11,0
377.42,5,0,0,17,0
100.86,1,0,0,22,0
73.12,6,0,0,15,0
119.65,2,0,0,19,0
19.92,2,0,0,14,0
55.5,3,0,1,13,0
86.87,2,0,0,11,0
14.16,4,0,0,9,0
100.27,2,0,0,10,0
64.71,2,0,0,14,0
157.08,4,0,0,15,0
48.74,2,0,0,18,0
71.42,1,0,0,21,0
77.37,1,0,0,8,0
14.15,4,1,0,17,0
68.84,6,0,0,13,0
137.82,3,0,0,11,0
54.7,2,0,0,13,0
94.0,5,0,0,12,0
106.13,1,1,0,21,0
22.09,4,0,0,8,0
199.55,2,0,0,16,0
4.35,0,0,0,8,0
80.56,3,0,0,14,0
43.9,3,0,0,14,0
8.77,4,0,0,12,0
25.54,0,1,0,9,0
54.5,3,0,0,11,0
69.09,4,0,0,12,0
25.98,4,0,0,17,0
6106.73,17,0,0,0,1
280.28,4,0,1,21,0
59.86,4,0,0,9,0
85.19,3,1,0,9,0
20.39,2,0,0,16,0
222.15,2,0,0,12,0
21.48,6,0,1,17,0
227.54,4,0,1,21,0
5000.0,15,1,1,3,1
40.08,3,0,0,8,0
27.68,3,0,0,21,0
11.49,2,0,1,8,0
162.02,7,0,0,9,0
60.28,5,0,0,8,0
36.33,6,0,0,8,0
44.91,3,1,0,12,0
105.85,2,0,0,22,0
30.52,3,0,0,22,0
161.28,3,0,0,8,0
76.58,2,0,0,17,0
54.1,2,0,1,19,0
44.57,3,0,0,21,0
36.18,5,1,0,19,0
91.53,0,0,0,15,0
13.25,1,0,0,16,0
17.27,2,0,0,15,0
120.29,1,0,0,20,0
91.66,6,0,0,21,0
14.14,3,0,0,19,0
30.48,4,0,0,11,0
51.77,7,0,0,20,0
45.83,2,1,0,12,0
67.96,7,0,0,12,0
225.76,4,0,0,17,0
105.54,4,0,0,17,0
44.39,2,0,1,10,0
74.43,2,0,0,16,0
73.26,4,0,1,19,0
151.62,0,0,0,17,0
21.69,1,0,0,16,0
13.73,3,0,0,20,0
31.63,1,0,0,19,0
88.3,2,0,0,16,0
23.64,1,0,0,13,0
51.29,0,1,0,19,0
33.11,3,0,1,18,0
206.22,1,0,0,21,0
5000.0,12,1,0,1,1
5000.0,16,1,1,1,1
122.64,3,0,0,20,0
304.72,3,0,0,20,0
29.12,5,0,0,8,0
65.9,4,0,0,16,0
63.11,4,0,0,13,0
41.13,4,0,1,20,0
173.84,3,0,0,9,0
155.57,5,0,0,20,0
139.95,2,0,0,18,0
45.33,4,0,0,10,0
76.71,4,0,0,8,0
109.75,5,0,0,9,0
88.58,6,0,0,17,0
369.23,5,1,0,15,0
18.07,5,0,0,9,0
11.67,3,0,0,17,0
17.62,3,0,0,20,0
12.7,1,0,0,20,0
28.45,1,1,0,12,0
13047.25,8,1,0,0,1
214.09,1,0,0,19,0
117.24,6,1,0,13,0
69.98,1,0,0,12,0
5000.0,22,1,1,5,1
85.36,3,0,0,10,0
60.49,3,0,0,20,0
37.06,5,0,0,12,0
165.62,6,0,0,17,0
11.86,4,0,0,8,0
8.13,3,0,0,8,0
239.83,1,0,0,9,0
12.5,4,0,0,13,0
10.25,6,0,0,15,0
366.55,1,0,0,19,0
9.22,4,0,0,19,0
40.47,1,0,0,19,0
17517.31,16,0,0,3,1
8.92,6,0,0,17,0
33.65,1,0,0,20,0
5000.0,21,1,0,0,1
52.17,1,1,0,19,0
45734.23,15,1,0,4,1
75.49,3,0,0,9,0
24.83,5,0,0,8,0
206.56,1,0,0,13,0
38.88,4,0,0,21,0
255.33,5,0,0,14,0
336.9,2,0,0,22,0
64.35,5,0,0,18,0
20.53,2,0,0,10,0
48.22,2,0,0,22,0
55.6,3,1,0,15,0
43.39,0,0,0,11,0
211.43,3,1,0,9,0
40.24,2,0,0,22,0
18.72,6,1,0,10,0
21.99,1,0,0,8,0
27.37,5,0,0,21,0
28.13,4,0,0,15,0
165.14,3,0,0,18,0
58.38,1,0,0,9,0
141.62,4,0,0,18,0
66.65,2,0,0,11,0
76.33,3,0,0,18,0
83.79,3,0,0,21,0
141.12,6,0,0,20,0
63.55,4,1,0,14,0
131.16,3,0,0,8,0
114.59,3,0,0,19,0
41.85,4,0,0,15,0
38.21,1,1,0,20,0
43.86,4,0,0,19,0
38.09,1,0,0,20,0
255.39,2,0,0,16,0
83.55,1,0,0,18,0
12.11,0,0,0,17,0
245.02,3,0,0,16,0
57.25,4,0,0,8,0
149.3,2,1,0,18,0
83.24,6,0,1,10,0
41.11,7,0,0,15,0
64.29,3,1,0,17,0
46.2,3,0,0,17,0
29.05,6,0,0,19,0
316.91,4,0,0,21,0
44.38,0,0,0,14,0
104.22,4,0,0,21,0
16376.64,15,1,1,5,1
20.74,3,0,0,9,0
168.46,2,0,0,10,0
96.11,2,0,0,9,0
40.08,3,0,0,12,0
5000.0,17,1,0,2,1
9.82,3,0,0,21,0
1080.59,5,0,0,19,0
90.03,2,0,0,15,0
47.88,4,0,0,16,0
4.25,3,0,1,11,0
146.27,4,0,0,10,0
37.15,6,0,0,22,0
67.4,3,0,0,22,0
85.67,4,0,0,21,0
53.45,7,0,0,14,0
30.7,6,0,0,22,0
33.8,3,0,0,10,0
40.2,2,0,0,14,0
37.82,4,0,0,11,0
136.11,2,1,0,18,0
17.08,4,0,0,21,0
116.69,2,1,0,21,0
72.87,6,0,0,11,0
42426.56,15,0,0,0,1
37.05,3,0,0,12,0
7.83,2,0,0,17,0
15.02,3,0,0,20,0
74.09,1,0,0,9,0
27.69,1,0,0,22,0
48.68,2,0,0,10,0
46.97,4,0,0,21,0
30.89,0,0,1,19,0
186.24,1,0,0,19,0
214.57,3,0,0,20,0
23.41,1,0,0,10,0
78.79,4,0,0,8,0
107.79,2,0,0,13,0
26.7,2,0,0,11,0
554.26,0,0,0,17,0
1.49,2,0,0,12,0
86.77,4,0,0,22,0
34.51,5,0,0,14,0
61.14,5,0,0,9,0
54.51,2,0,0,16,0
94.82,1,0,0,11,0
83.3,5,0,0,18,0
5.46,7,0,0,8,0
115.01,3,0,0,20,0
85.43,3,0,0,20,0
41.43,6,0,0,19,0
32.59,0,1,0,9,0
9.39,2,0,0,13,0
221.28,2,0,0,11,0
18.58,0,1,0,9,0
64.5,5,0,0,9,0
51.21,2,1,0,16,0
16.79,3,0,0,17,0
15.58,6,0,0,16,0
39.92,4,0,0,18,0
135.37,4,1,0,22,0
5000.0,18,0,1,5,1
221.85,1,0,0,18,0
5000.0,12,1,0,3,1
37.53,2,0,0,13,0
68.25,4,0,0,16,0
5.8,1,0,0,17,0
38.19,0,0,0,20,0
10.58,5,0,0,11,0
5000.0,25,0,0,5,1
43.68,6,0,0,19,0
60.19,1,0,0,11,0
61.98,1,0,0,10,0
166.9,3,0,0,20,0
147.95,2,0,0,13,0
28.69,2,0,0,11,0
98.28,4,0,0,18,0
104.63,1,0,0,16,0
93.54,4,0,0,16,0
352.76,2,0,0,13,0
29.1,2,0,0,21,0
36.11,4,0,0,16,0
47.61,2,1,1,9,0
45.27,2,0,0,17,0
23.76,5,0,0,21,0
109.27,2,0,0,22,0
51.26,4,0,0,16,0
5294.31,13,1,0,0,1
5000.0,21,1,1,0,1
26.13,6,1,0,12,0
36.91,3,0,0,14,0
52.9,5,1,0,17,0
5000.0,19,1,1,0,1
12175.88,17,1,0,4,1
46.99,3,0,0,20,0
22.74,2,0,0,19,0
123.13,2,0,0,21,0
86.16,2,0,0,12,0
64.07,3,0,0,18,0
225.99,1,0,0,18,0
264.06,1,0,0,20,0
364.05,0,0,0,12,0
272.58,3,0,0,21,0
64.18,2,0,0,21,0
46.14,3,0,0,21,0
36.6,2,0,0,17,0
33.53,9,0,0,21,0
82.52,2,0,0,22,0
11.18,3,0,0,13,0
52.57,2,0,0,11,0
636.06,3,0,0,13,0
20.81,1,0,0,10,0
69.67,3,0,0,22,0
69.49,3,0,1,19,0
5000.0,15,1,1,0,1
10.41,3,0,0,10,0
34.5,2,0,0,10,0
31.83,6,0,1,10,0
53.53,5,0,0,9,0
5000.0,14,0,0,0,1
89.42,1,0,0,15,0
164.67,2,0,0,18,0
18.36,3,0,0,8,0
41.74,3,0,0,20,0
69.89,5,0,0,13,0
9.47,2,0,0,17,0
178.02,5,1,0,8,0
56.88,3,0,0,15,0
12.47,1,0,0,20,0
74.96,7,0,0,20,0
122.37,4,0,0,9,0
14.99,4,0,0,10,0
5000.0,15,1,0,5,1
47.59,2,1,0,19,0
29.84,4,0,0,14,0
73.45,2,0,0,15,0
310.71,4,0,0,13,0
171.09,1,0,0,12,0
60.44,0,0,0,10,0
440.73,2,0,0,10,0
33.2,3,0,0,10,0
36.02,1,0,0,15,0
62.99,5,0,0,21,0
137.48,3,0,0,11,0
5000.0,18,1,1,2,1
51.64,5,0,0,12,0
16.98,0,0,0,19,0
26.36,1,0,0,11,0
15.54,3,0,0,16,0
307.21,6,0,0,14,0
43.13,7,0,0,10,0
20.58,2,0,0,13,0
30.05,3,0,0,21,0
12.99,0,1,0,12,0
5000.0,15,1,0,4,1
192.85,3,0,0,16,0
164.24,3,0,0,14,0
238.74,5,0,0,20,0
44.99,1,0,0,11,0
19.09,2,0,0,17,0
47202.41,19,1,1,4,1
6.19,1,0,0,22,0
28.52,2,1,0,13,0
155.87,4,0,0,8,0
157.18,6,0,0,10,0
57.74,3,1,0,14,0
36.34,6,0,0,10,0
435.02,2,0,0,12,0
31.24,0,0,0,13,0
47.97,2,0,0,14,0
210.79,2,0,0,11,0
126.72,1,1,0,20,0
134.11,2,0,0,14,0
24.72,0,0,0,13,0
53.7,5,0,1,16,0
34.95,1,0,0,20,0
6.92,1,0,0,21,0
195.28,1,0,0,19,0
46.81,2,0,0,9,0
11.29,3,0,0,12,0
36.87,1,1,0,11,0
11.23,5,0,0,16,0
36.97,3,0,0,20,0
76.12,1,0,0,17,0
64.11,5,0,0,20,0
51.94,5,0,0,22,0
110.99,0,1,0,11,0
40.24,3,0,0,11,0
126.19,6,0,0,15,0
23.6,3,0,0,11,0
307.34,6,0,0,11,0
85.17,2,0,0,19,0
165.19,3,0,0,18,0
38.0,4,0,0,14,0
73.17,2,0,0,21,0
33.54,3,0,0,14,0
58.07,2,1,0,22,0
86.13,0,0,0,11,0
25.09,0,0,0,9,0
51.24,2,0,0,14,0
87.05,3,0,0,16,0
114.3,2,0,0,17,0
2.67,3,0,0,15,0
131.94,2,0,0,20,0
141.93,4,0,0,18,0
59.37,1,0,0,21,0
263.42,2,0,0,18,0
96.59,1,0,0,11,0
92.73,2,0,0,17,0
17.77,5,0,0,17,0
18.24,2,0,0,12,0
364.22,2,0,0,15,0
442.84,1,0,0,16,0
76.84,2,0,0,15,0
27.71,1,0,0,14,0
30.68,1,0,0,12,0
67.63,5,1,0,18,0
91.03,3,0,0,21,0
190.47,4,0,0,8,0
212.76,1,0,0,9,0
79.94,2,0,0,11,0
159.48,7,0,0,18,0
20.23,2,0,0,16,0
133.2,5,1,0,16,0
487.75,4,0,0,21,0
14.98,3,0,0,22,0
69.4,3,0,0,18,0
38.97,4,0,0,22,0
82.58,2,0,0,14,0
47.0,3,0,0,15,0
102.05,5,0,0,11,0
9.3,0,0,0,18,0
87.07,3,0,0,22,0
16.94,2,0,0,8,0
39.58,2,1,0,17,0
29.4,4,0,0,8,0
63.23,3,0,0,13,0
47.59,6,0,0,19,0
9.01,3,0,0,20,0
22.28,3,0,1,21,0
32.65,2,0,0,9,0
49.98,1,0,0,22,0
52.38,2,0,0,10,0
36.3,4,0,1,12,0
21.27,0,0,0,16,0
43.82,2,0,0,15,0
123.98,4,0,0,9,0
32.28,3,0,0,12,0
87.4,1,0,0,9,0
26.62,2,0,0,22,0
20.73,0,0,0,18,0
29.62,4,0,1,9,0
182.46,5,0,0,9,0
113.4,2,0,0,18,0
49.23,2,0,0,21,0
280.08,2,0,0,13,0
92.79,4,0,0,11,0
2.92,3,0,0,14,0
36.05,1,1,0,19,0
19.38,4,0,0,11,0
34.63,6,0,0,22,0
5000.0,17,0,0,5,1
28.78,1,0,0,15,0
26.13,5,0,0,12,0
270.03,4,0,0,16,0
251.65,3,0,0,11,0
11.97,5,0,0,12,0
34.58,2,0,0,17,0
187.88,2,0,0,8,0
7.96,0,0,1,20,0
27.54,0,0,0,21,0
5.77,7,0,0,22,0
62.78,3,1,0,17,0
12.44,0,0,0,12,0
73.04,3,0,0,21,0
42.21,4,0,0,15,0
21.66,2,0,0,17,0
75.72,2,0,0,8,0
28.53,3,0,0,12,0
136.19,0,0,0,14,0
45.13,1,0,0,10,0
100.36,2,0,0,22,0
19.57,3,0,0,20,0
215.65,1,0,0,19,0
129.55,2,0,0,8,0
88.22,5,0,0,18,0
67.79,2,0,0,21,0
17.16,3,0,0,17,0
8.01,1,0,0,17,0
41.37,2,0,0,9,0
235.63,2,1,0,11,0
48.16,3,0,0,20,0
448.23,6,0,0,9,0
78.57,4,0,0,18,0
149.48,6,0,0,12,0
106.55,1,0,0,8,0
48.44,4,0,0,9,0
58.68,5,0,0,21,0
29.45,4,0,0,16,0
32.15,3,0,0,11,0
12.38,3,0,0,21,0
142.93,3,0,0,20,0
48.34,7,0,0,11,0
25.21,4,0,0,16,0
93.03,4,0,0,22,0
56.69,4,0,0,18,0
59.92,2,0,0,19,0
18.71,5,0,0,20,0
32.53,3,0,0,16,0
28.9,1,0,0,11,0
9.21,3,1,0,17,0
51.48,4,1,0,8,0
175.79,4,0,0,14,0
31.44,4,1,0,13,0
360.57,4,0,0,13,0
28.61,4,0,0,19,0
137.78,2,1,1,22,0
427.44,4,0,0,10,0
19.97,3,0,0,11,0
190.14,4,0,0,10,0
72.77,6,0,0,14,0
141.93,3,0,1,19,0
64.1,4,0,0,17,0
83.39,5,0,0,17,0
61.82,1,0,0,8,0
28.37,2,0,0,9,0
352.15,5,0,0,17,0
84.64,7,0,0,22,0
5000.0,9,1,1,0,1
75.85,5,0,0,21,0
67.21,5,1,0,17,0
60.22,2,0,0,22,0
289.76,1,0,0,9,0
122.19,2,0,0,18,0
15.97,5,0,0,20,0
88.9,3,0,0,22,0
224.57,4,0,0,17,0
91.38,5,0,0,9,0
78.86,1,0,0,8,0
23.37,2,0,0,19,0
19.49,2,0,0,14,0
14.9,1,0,0,19,0
56.17,2,0,0,19,0
38.74,3,0,0,21,0
152.8,4,0,0,9,0
275.12,1,0,0,20,0
41.9,4,0,0,15,0
43.1,0,0,0,14,0
209.89,5,0,0,17,0
25.69,3,0,0,15,0
23.25,0,0,0,13,0
21.73,6,0,0,18,0
68.94,1,0,1,14,0
497.63,1,0,0,9,0
40.16,0,1,0,9,0
48.4,5,1,0,8,0
155.73,3,0,0,9,0
33.28,0,0,0,12,0
57.87,4,0,0,20,0
74.72,4,0,0,17,0
121.6,5,0,0,16,0
66.53,5,0,0,17,0
7.4,3,0,0,14,0
79.13,1,0,0,16,0
23.11,2,0,0,14,0
113.88,2,0,0,15,0
222.95,4,0,1,8,0
27.48,1,0,0,18,0
62.24,3,0,0,20,0
213.65,3,0,1,11,0
95.16,5,0,0,13,0
67.11,0,0,0,13,0
106.26,1,0,0,21,0
76.54,4,0,0,19,0
24.17,4,0,0,16,0
11.24,2,0,0,22,0
123.24,6,0,0,20,0
15.24,4,0,0,19,0
73.83,0,0,0,18,0
33.87,1,0,0,22,0
50.8,4,0,0,8,0
129.05,2,0,0,21,0
60.91,1,0,0,12,0
66.76,1,0,0,10,0
43.03,4,1,0,20,0
96.52,1,0,0,20,0
184.6,5,0,0,16,0
110.87,5,0,0,8,0
51.44,2,0,0,13,0
40.46,8,0,0,17,0
35.46,6,0,0,22,0
33.4,5,0,0,9,0
358.53,4,0,0,8,0
53.29,2,0,0,9,0
16.76,3,0,0,13,0
86.42,2,0,0,15,0
267.69,6,0,0,21,0
42.22,1,0,0,12,0
113.03,2,0,0,21,0
216.62,1,0,0,10,0
51.53,2,0,0,18,0
64.6,3,0,0,15,0
89.38,1,0,0,17,0
23.06,4,0,0,17,0
95.34,3,0,0,21,0
45.11,5,0,0,20,0
4.48,5,0,0,21,0
151.87,2,0,0,20,0
546.56,3,0,0,16,0
484.97,3,1,0,20,0
5000.0,19,1,1,4,1
103.78,3,0,0,12,0
25.87,7,0,0,11,0
1186.64,2,0,0,15,0
93.83,4,0,0,11,0
34.31,2,0,1,10,0
49.16,2,0,0,21,0
13.39,4,0,0,12,0
25.78,7,0,0,19,0
495.95,5,0,0,14,0
44.88,1,0,0,22,0
18.25,2,0,0,13,0
51.24,4,0,0,19,0
104.29,2,1,1,19,0
24.63,5,0,0,15,0
113.7,2,0,0,16,0
181.29,3,0,0,18,0
41.88,2,0,0,12,0
108.46,9,0,0,8,0
50.62,0,1,1,22,0
67.81,1,0,0,22,0
34.54,1,0,0,15,0
10.68,5,0,0,17,0
80.73,0,0,0,20,0
548.9,4,0,0,19,0
159.9,2,0,0,17,0
16.79,5,0,0,14,0
41.09,2,0,0,22,0
7.64,2,0,0,18,0
36.61,5,0,0,21,0
199.51,0,1,0,19,0
16.71,6,0,0,10,0
44.04,2,0,0,12,0
83.79,3,0,0,15,0
48.04,2,0,0,11,0
108.4,3,0,0,18,0
5000.0,14,1,1,5,1
37.15,3,0,0,20,0
32.59,4,1,0,10,0
111.76,1,0,0,20,0
57.29,1,0,0,20,0
286.06,3,0,0,9,0
14.18,7,0,0,16,0
13.73,4,0,0,15,0
56.05,3,0,0,21,0
552.61,3,0,0,14,0
49.94,2,0,0,8,0
12.15,1,0,0,12,0
34.09,4,0,0,10,0
63.44,6,0,0,13,0
12451.29,8,1,1,2,1
94.95,3,0,0,20,0
33286.24,12,1,0,1,1
82.86,4,0,0,11,0
182.46,1,0,0,9,0
34.25,3,0,0,13,0
40.65,5,0,0,8,0
24.23,3,0,0,21,0
271.88,5,0,0,21,0
151.42,1,0,0,21,0
21.55,6,0,0,11,0
38.13,4,0,0,17,0
298.7,3,0,0,14,0
18.2,5,0,0,14,0
129.33,4,0,0,18,0
55.7,4,0,1,15,0
43.53,4,0,0,14,0
3.96,2,0,0,12,0
63.78,4,0,0,13,0
5000.0,12,1,0,5,1
59.62,3,0,0,20,0
9.72,5,0,0,13,0
62.09,4,0,0,9,0
6.55,4,0,0,9,0
249.96,2,0,0,13,0
33.98,1,0,0,9,0
95.16,2,0,0,8,0
36.84,4,0,0,19,0
50.69,1,0,0,9,0
68.39,3,0,0,8,0
82.96,4,1,0,9,0
57.54,3,0,0,15,0
39.06,2,0,0,18,0
134.24,4,0,0,18,0
173.69,3,0,0,12,0
40.08,4,0,0,11,0
23.25,3,0,0,8,0
36.44,5,0,0,16,0
10.43,7,1,0,12,0
79.5,2,0,0,21,0
37.15,6,0,0,17,0
38648.81,9,0,0,1,1
77.45,4,0,0,15,0
374.76,4,0,0,21,0
